시도,시군구,센터명,장소/위치,이용정원,연락처,위도,경도
대전광역시,동구,밀알복지관,대전광역시 동구 우암로 48 (삼성동)4층,10명,042-716-0198,36.3355010833981,127.424335424337
울산광역시,울주군,울주군치매안심센터,울산광역시 울주군 웅촌면 은현작동로 49 울주군 치매안심센터 강당,10명,180-0-0096,35.456903942434,129.176824853598
서울특별시,광진구,광진정보도서관 [체험존],서울특별시 광진구 아차산로78길 90 (광장동)2층 교육실,10명,1544-9782,37.5510729137918,127.110615495296
경기도,양주시,양주시 회천2동 행정복지센터[체험존],경기도 양주시 평화로1475번길 39 (덕계동)양주시 회천2동 행정복지센터1층 주민사랑방,10명,1600-6813,37.8216617180726,127.04676043166
부산광역시,북구,북구청[체험존],부산광역시 북구 낙동대로1570번길 33 (구포동)북구청 정보화교육장,10명,051-987-0201 ,35.1968825080786,128.990095451939
경기도,부천시,수주도서관,경기도 부천시 고리울로8번길 77 (고강동)수주도서관1층,10명,1600-6813,37.524325055172,126.816942562235
대전광역시,유성구,노은1동행정복지센터,대전광역시 유성구 노은동로87번길 89 (노은동)2층,10명,042-716-0198,36.3682652964776,127.318438265264
충청남도,태안군,태안 교육문화센터[체험존],충청남도 태안군 태안읍 백화로 180 태안 교육문화센터 1층 로비,15명,041-415-1097(8),36.7551923217213,126.309430552232
경기도,안산시,초지종합사회복지관,경기도 안산시 단원구 원초로 76 (초지동)초지종합사회복지관3층,10명,1600-6813,37.3262262327679,126.805960170499
경상북도,봉화군,봉화여성문화회관[체험존],경상북도 봉화군 봉화읍 봉화로 1203 봉화여성문화회관 1층 정보이용센터 내,6명,054-841-2182,36.890718784526,128.741854281402
부산광역시,기장군,기장군청[체험존],부산광역시 기장군 기장읍 기장대로 560 기장군청 1층로비,10명,051-987-0201 ,35.2434815827191,129.222956025904
경기도,가평군,가평군노인복지관[체험존],경기도 가평군 가평읍 가화로 161 노인복지관1층 로비 안쪽,10명,1600-6813,37.833624076992,127.511202345759
대전광역시,서구,대전발달장애인훈련센터 [체험존],대전광역시 서구 둔산북로 56 (둔산동)8층,10명,042)716-0198,36.3554379510507,127.380785115552
부산광역시,연제구,거제4동 해맞이작은도서관,부산광역시 연제구 해맞이로43번길 36 (거제동)해맞이작은도서관,10명,070-5029-0817,35.1793700085678,129.066568407663
부산광역시,금정구,부산은애학교,부산광역시 금정구 청룡예전로 107 (청룡동)부산은애학교,10명,070-5029-0817,35.2786886860006,129.084813709057
충청남도,태안군,드림지역아동센터,충청남도 태안군 태안읍 재경미길 8-5 2층 드림지역아동센터,20명,041-415-1097(8),36.7566970779305,126.299397506729
경상남도,거창군,거창군립 한마음도서관[체험존],경상남도 거창군 거창읍 거열로6길 11 3층 교육장,10명,055-213-2775,35.6891097309809,127.903766482454
서울특별시,관악구,강감찬관악종합사회복지관 [체험존],서울특별시 관악구 양녕로 74 (봉천동)강감찬관악복지관 구암빌딩 2층,10명,1544-9782,37.4885164861367,126.94665870629
경상북도,울릉군,울릉한마음회관[체험존],경상북도 울릉군 울릉읍 울릉순환로 286 울릉한마음회관(3층 전산교육장내),6명,054-841-2182,37.4906268792402,130.904983477046
경기도,이천시,이천시청[체험존],경기도 이천시 부악로 40 (중리동)6층 교육장 앞,10명,1600-6813,37.2721230777852,127.435036587502
전라북도,전주시,전라북도 정보산업지원센터[체험존],전라북도 전주시 완산구 현무2길 25 (경원동3가)3층,10명,1899-6222,35.8206538605837,127.149600584146
서울특별시,강북구,강북보훈회관,서울특별시 강북구 오패산로 290-1 (미아동)강북보훈회관 대강당,20명,1544-9782,37.6266487350149,127.029797606827
충청남도,아산시,아산시동부노인복지관[체험존],충청남도 아산시 배방읍 순천향로 1060 아산시동부노인복지관 4층 컴퓨터실,20명,041-415-1097(8),36.7636916562438,127.038024728214
경상북도,성주군,성주군청[체험존],경상북도 성주군 성주읍 성주로 3200 4층 정보화교육장 내,6명,054-841-2182,35.9190428531048,128.283785558564
대구광역시,달서구,달서구성서종합사회복지관,"대구광역시 달서구 신당로 56 (신당동, 성서주공1단지아파트)교육장1(강당)",15명,053-214-1801,35.8522985728705,128.498821273554
부산광역시,연제구,연산종합사회복지관,부산광역시 연제구 봉수로 17 (연산동)연산종합사회복지관,10명,070-5029-0817,35.1727274741814,129.088908850488
부산광역시,동구,동구청[체험존],부산광역시 동구 구청로 1 (수정동)동구청 2층 로비,10명,051-987-0201 ,35.1292975675514,129.045298203371
울산광역시,울주군,언양향교,울산광역시 울주군 삼남읍 서향교1길 55 (교동리 1086),10명,1899-9119,35.5569059534065,129.114187877706
대전광역시,동구,용운종합사회복지관 [체험존],대전광역시 동구 용운로 110 (용운동)1층,10명,042)716-0198,36.3276574204784,127.454700942744
부산광역시,사상구,사상구장애인복지관,부산광역시 사상구 모라로192번길 21 (모라동)사상구장애인복지관,10명,051-987-0201 ,35.1848991970996,129.000931236442
전라남도,여수시,여수시노인복지관[체험존],전라남도 여수시 학동서4길 58-16 (학동)여수시노인복지관 (본관 뒤 1층 로비 북카페),10명,1566-6105,34.7640079383493,127.659504294968
서울특별시,종로구,종로장애인복지관,서울특별시 종로구 자하문로 89 (신교동)세종마을 푸르메센터 3층,10명,1544-9782,37.5840274363304,126.96997427579
경상남도,산청군,산청군 농업기술센터[체험존],경상남도 산청군 산청읍 물안실로 8-1 2층,10명,055-213-2775,35.4056138886133,127.901018953066
강원도,인제군,인제군 노인지회[체험존],강원도 인제군 인제읍 인제로225번길 10-3 인제군 노인지회 2층 사무실,10명,033-910-0834,38.0714016807106,128.174630579764
대전광역시,대덕구,대덕구북부노인복지관,대전광역시 대덕구 신탄진로681번길 6 (덕암동)1층,10명,042-716-0198,36.4393694615937,127.426122601772
전라남도,신안군,신안임자만났네협동조합[체험존],전라남도 신안군 임자면 임자로 98 신안임자만났네협동조합 1층 교육장,20명,070-5117-4057,35.0846589024087,126.111861439406
경기도,군포시,오금마을 정보센터[체험존],"경기도 군포시 오금로 43 (금정동, 율곡아파트)2층 로비",10명,1600-6813,37.3524557016321,126.930958474784
서울특별시,관악구,강감찬관악종합사회복지관,서울특별시 관악구 양녕로 74 (봉천동)강감찬관악복지관 구암빌딩 2층,10명,1544-9782,37.4885164861367,126.94665870629
대구광역시,달성군,달성군여성문화복지센터,대구광역시 달성군 화원읍 성천로 5 달성군여성문화복지센터 5층 프로그램실,15명,053-214-1801,35.7984745344735,128.488178262777
충청남도,공주시,공주시장애인종합복지관[체험존],충청남도 공주시 의당로 23 (신관동)공주시장애인종합복지관 1층 로비,20명,041-415-1097(8),36.4741373145753,127.129265817502
강원도,양양군,양양군노인복지관[체험존],강원도 양양군 양양읍 일출로 540 1층 로비(인포메이션 옆),10명,033-910-0834,38.0763936470602,128.626754830027
서울특별시,양천구,목동실버복지문화센터,서울특별시 양천구 목동중앙로3길 21 (목동)목동실버복지문화센터 프로그램3실,10명,1544-9782,37.5364645531731,126.869267931653
경기도,수원시,SK청솔노인복지관[체험존],경기도 수원시 장안구 장안로 174 (정자동)SK청솔노인복지관 3층 로비,10명,1600-6813,37.2990243954773,126.997397867437
부산광역시,부산진구,성지문화원,부산광역시 부산진구 동평로94번길 28 (당감동)성지문화원,15명,051-987-0201 ,35.1643040354113,129.040189306355
부산광역시,동래구,동래구청[체험존],부산광역시 동래구 온천천로359번길 70 (낙민동)동래구청 로비,10명,051-987-0201 ,35.1963916374777,129.093599601365
경상남도,거제시,거제시 하청도서관[체험존],경상남도 거제시 하청면 하청로 12-7 하청도서관,15명,055-213-2775,34.9553333504085,128.655197731546
대전광역시,대덕구,대덕구노인종합복지관 [체험존],대전광역시 대덕구 계족로740번길 80 (읍내동)2층,10명,042)716-0198,36.3782574602138,127.43143714386
서울특별시,강북구,번동2단지 종합사회 복지관,"서울특별시 강북구 한천로105길 24 (번동, 번동2단지주공아파트)번동2단지 종합사회복지관 본관 지하1층 소통방",10명,1544-9782,37.6276084068396,127.044805112576
서울특별시,서대문구,홍은2동 주민센터,서울특별시 서대문구 모래내로 334 (홍은동)2층,10명,1544-9782,37.5801082528102,126.934150447819
전라남도,영광군,영광선행공동체일곱빛깔[체험존],전라남도 영광군 군서면 천년로7길 45-2 시나브로문화예술협동조합 프로그램실,10명,1566-6105,35.2597237560181,126.482197191241
부산광역시,수영구,수영구 평생학습관[체험존],부산광역시 수영구 수영로521번길 77 (광안동)3층 정보화교육장,10명,051-987-0201 ,35.1529382417657,129.10745948362
울산광역시,중구,함월노인복지관,울산광역시 중구 종가3길 15 (유곡동)3층 컴퓨터실,20명,1899-9119,35.5612463344627,129.296740409379
경기도,안산시,안산 평생학습관,경기도 안산시 상록구 차돌배기로 24-1 (사동)안산 평생학습관 1층,10명,1600-6813,37.2986849541317,126.846929902417
광주광역시,광산구,더불어락광산구노인복지관[체험존],광주광역시 광산구 목련로 156 (운남동)1층 도서관,5명,062-224-0096,35.1714413740078,126.815940212035
울산광역시,울주군,울주생활문화센터,울산광역시 울주군 두서면 인보로 95 울주 생활문화센터 2층 다목적실,24명,1899-9119,35.6436494825517,129.159155925219
부산광역시,중구,중구청[체험존],부산광역시 중구 중구로 120 (대청동1가)정보화교육장,10명,051-987-0201 ,35.1061972480303,129.032351448444
대전광역시,동구,행복배움터,대전광역시 동구 계족로 151 (대동)5층 대동 지식산업센터,10명,042-716-0198,36.3279276013318,127.44352239554
충청남도,홍성군,홍성적십자봉사관,충청남도 홍성군 홍성읍 내포로146번길 12-16 홍성적십자봉사관,20명,041-415-1097(8),36.5952346830857,126.654961447871
대구광역시,달서구,상인2동 행정복지센터,대구광역시 달서구 상원로 27 (상인동),12명,053-214-1801,35.8125539781366,128.536259469753
서울특별시,동대문구,휘경주민센터 [체험존],서울특별시 동대문구 외대역동로6길 3 (휘경동)휘경1동 주민센터 3층,5명,1544-9782,37.5929147587054,127.065732205248
부산광역시,금정구,부산국학원,부산광역시 금정구 중앙대로 2110 (청룡동)4층 402호,10명,070-5029-0817,35.2727249369259,129.092951728952
부산광역시,남구,남구 장애인복지관,부산광역시 남구 조각공원로11번길 38 (대연동)남구 장애인복지관,10명,070-5029-0817,35.1292368245421,129.099214695484
광주광역시,서구,디지털역량센터[체험존],"광주광역시 서구 상무민주로 120 (쌍촌동, 우미 아트빌)201동 107호",5명,062-224-0096,35.1614817608753,126.860273292858
경기도,용인시,상하지역 아동센터,경기도 용인시 기흥구 중부대로 820-30 (상하동)상하지역 아동센터 1층 ,10명,1600-6813,37.2544518332616,127.141568189115
충청북도,단양군,단양군평생학습센터[체험존],충청북도 단양군 단양읍 중앙1로 32 단양군 평생학습센터 2층 컴퓨터실,10명,043-900-5006,36.9855561429552,128.368277057814
대구광역시,동구,강동어르신행복센터,대구광역시 동구 안심로 190 (신기동)3층 컴퓨터실,20명,053-214-1801,35.8657602120726,128.705822916331
강원도,정선군,사북읍 사북공공도서관[체험존],강원도 정선군 사북읍 파랑새길 33 사북읍 공공도서관 2층 로비,15명,033-910-0833,37.2242109050481,128.82468180108
부산광역시,기장군,꿈꾸는작은도서관,부산광역시 기장군 정관읍 방곡로 29 (이지더원5차)이지더원5차 505동 꿈구는작은도서관,12명,070-5029-0817,35.3269457475943,129.187880383071
서울특별시,노원구,마들종합사회복지관 [체험존],"서울특별시 노원구 동일로210길 22 (중계동, 중계주공1단지아파트)2층 정보화교실",10명,1544-9782,37.6469078098159,127.065216258015
부산광역시,중구,마니맘,부산광역시 중구 대청로 63-1 (보수동1가)5층 마니맘,10명,070-5029-0817,35.1032075165032,129.0270350248
경상남도,진주시,진주시 초전동 배움터[체험존],경상남도 진주시 초전남로 39 (초전동)4층,15명,055-213-2775,35.1997348038149,128.113715267649
부산광역시,서구,부산서구건강가정다문화지원센터,부산광역시 서구 구덕로 127 (토성동5가)서구가족센터 6층,5명,070-5029-0817,35.0963325838504,129.022058016701
충청남도,계룡시,계룡시종합사회복지관,충청남도 계룡시 엄사면 문화1로 7 계룡시종합사회복지관 1층 컴퓨터실,20명,041-415-1097~98,36.2733769385721,127.232992422448
부산광역시,금정구,금정도서관[체험존],부산광역시 금정구 금정도서관로 33 (청룡동)금정도서관 1층 로비,10명,051-987-0201 ,35.2726132136189,129.096181650772
경상남도,합천군,합천군 종합사회복지관[체험존],경상남도 합천군 합천읍 동서로 39 종합사회복지관 3층,10명,055-213-2775,35.5679281116892,128.156753359361
대전광역시,중구,동부다문화교육센터 [체험존],대전광역시 중구 대흥로 134 (대흥동)1층 체험존,10명,042)716-0198,36.3236582859936,127.427164815724
서울특별시,금천구,금천노인종합복지관 [체험존],서울특별시 금천구 시흥대로51길 93-32 (시흥동)2층 ,20명,1544-9782,37.4501343152384,126.897763811332
인천광역시,남동구,미추홀도서관 [체험존],인천광역시 남동구 인주대로776번길 53 (구월동)미추홀도서관 (3층 컴퓨터교육실),10명,1644-5561,37.4470474098541,126.724870300665
충청남도,부여군,부여군노인종합복지관[체험존],충청남도 부여군 규암면 아름1로 48 부여군노인종합복지관 1층 컴퓨터실,15명,041-415-1097(8),36.3036291588486,126.889413022915
경기도,광주시,광주시배움터[체험존],경기도 광주시 광주대로97번길 18 (송정동)지하 1층,10명,1600-6813,37.4154443696185,127.258223379379
서울특별시,강북구,한국복지정보통신협의회(서울 강북) [체험존],서울특별시 강북구 솔매로50길 43 (미아동)KT미아빌딩 별관2동 2층 강의실,10명,1544-9782,37.6246541800923,127.028501814297
울산광역시,동구,동울산주차장 고객지원센터[체험존］,"울산광역시 동구 진성3길 59, 2층2층 사무실 안",24명,1899-9119,35.5101727262216,129.426312298868
대구광역시,동구,검사제1경로당,대구광역시 동구 해동로 178 (검사동)2층 커뮤니티실,10명,053-214-1801,35.8867715055077,128.648269088029
경기도,안산시,단원구청,경기도 안산시 단원구 화랑로 250 (초지동)단원구청2층,10명,1600-6813,37.3210677582607,126.815262872029
충청북도,증평군,증평군노인복지관[체험존],충청북도 증평군 증평읍 보건복지로 64-2 증평군노인복지관 2층 프로그램실,10명,043-900-5006,36.7738350435106,127.584602065215
경기도,양평군,양평군청[체험존],경기도 양평군 양평읍 군청앞길 2 양평군청 지하1층 로비,10명,1600-6813,37.4917397537238,127.487680375367
경상남도,창원시,창원대학교[체험존],경상남도 창원시 의창구 창원대학로 20 (퇴촌동)4호관 산-102호,10명,055-213-2775,35.2459596336655,128.694816891338
광주광역시,남구,광주남구생활문화센터[체험존],광주광역시 남구 봉선로 208 (봉선동)1층 북카페,5명,062-224-0096,35.1220637174421,126.917404596072
경상남도,창원시,중앙평생학습센터,경상남도 창원시 성산구 원이대로580번길 34 (중앙동)중앙평생학습센터,10명,055-213-2775,35.2252452826665,128.677189249554
부산광역시,서구,서구노인복지관,부산광역시 서구 장군산로46번길 21 (암남동)서구노인복지관,10명,070-5029-0817,35.0731281495082,129.014348020863
인천광역시,동구,동구청 [체험존],인천광역시 동구 금곡로 67 (송림동)동구청정보화교육장 (  본관 5층 ) 전산교육장 안,10명,1644-5561,37.4734098106142,126.642908179264
서울특별시,동작구,동작구장애인가족지원센터 [체험존],"서울특별시 동작구 보라매로5가길 16 (신대방동, 보라매아카데미타워)동작구장애인가족지원센터 내부(대기실)",10명,1544-9782,37.4912751024086,126.924094714271
경상북도,상주시,상주시노인종합복지관[체험존],경상북도 상주시 중앙로 111 (무양동)상주시노인종합복지관(1층 로비),6명,054-841-2182,36.4169011062363,128.1499971857
부산광역시,북구,북구다문화가족지원센터,부산광역시 북구 효열로 76화정종합사회복지관 내 북구다문화가족지원센터,10명,070-5029-0817,35.2536421002952,129.015390079824
인천광역시,미추홀구,용마루 평생학습관 [체험존],"인천광역시 미추홀구 낙섬중로 129 (용현동, 엘에이치미추홀3단지)용마루지역학습센터 (2층) 복도 ",10명,1644-5561,37.458260080064,126.642662172692
대전광역시,동구,가양2동주민자치회,대전광역시 동구 흥룡로 33 (가양동)가양2동주민자치회,20명,042)716-0198,36.3490543914999,127.447386838198
대구광역시,서구,서대구주간보호센터,대구광역시 서구 통학로 175-6 (평리동)3층,10명,053-214-1801,35.8760225988832,128.562555208324
대전광역시,서구,도솔청소년문화의집,대전광역시 서구 배재로197번길 41 (도마동)도솔청소년문화의집,10명,042-716-0198,36.324613943235,127.36788927006
부산광역시,연제구,밤골작은도서관,부산광역시 연제구 금련로24번길 33 (연산동)연산3동 밤골도서관,9명,070-5029-0817,35.1720158832568,129.094445898447
충청남도,아산시,아산 서부종합사회복지관,충청남도 아산시 도고면 도고면로110번길 16 아산서부종합사회복지관,20명,041-415-1097(8),36.756947011434,126.880054703755
경상남도,고성군,고성군 청소년센터 온[체험존],경상남도 고성군 고성읍 성내로 61 고성군 청소년센터 온 1층 숨고르기,10명,055-213-2775,34.9768815610044,128.316323867445
대전광역시,중구,보건대학교평생교육원,대전광역시 중구 대종로 468 (대흥동)천우빌딩 4층 교육장,10명,042-716-0198,36.3263385972602,127.427635278345
경기도,안산시,단원구청[체험존],경기도 안산시 단원구 화랑로 250 (초지동)단원구청2층 로비 식당 가는방향,10명,1600-6813,37.3210677582607,126.815262872029
경상남도,밀양시,밀양시 정보화교육장[체험존],경상남도 밀양시 용평로 179 (용평동)밀양시 정보화교육장 1층,28명,055-213-2775,35.4901725417774,128.770745422679
부산광역시,서구,파란나래 돌봄센터,부산광역시 서구 망양로 29 (서대신동3가)2층 파란나래돌봄센터,10명,051-987-0201 ,35.1133107217697,129.013465283312
전라남도,보성군,보성군노인복지관[체험존],전라남도 보성군 벌교읍 신정길 47-23 보성군노인복지관 1층 로비,10명,1566-6105,34.8455873798815,127.351470101046
부산광역시,부산진구,부산진구청[체험존],부산광역시 부산진구 시민공원로 30 (부암동)부산진구청 11층 북카페,10명,051-987-0201 ,35.162830637421,129.05318830381
전라남도,해남군,해남군청[체험존],전라남도 해남군 해남읍 군청길 4 해남군청 로비,10명,1566-6105,34.5731965868762,126.599959914844
서울특별시,은평구,은평구립신사노인복지관,서울특별시 은평구 증산로15길 47 (신사동)2층,10명,1544-9782,37.5902570763213,126.908058308755
충청남도,서산시,회포정보화마을[체험존],충청남도 서산시 대산읍 운산나루터길 37-16 회포정보화마을 회관 1층 로비,20명,041-415-1097(8),36.9311737883826,126.465443881173
전라북도,장수군,장수군노인장애인복지관[체험존],전라북도 장수군 장수읍 노하3길 16 2층,10명,1899-6222,35.6535137755809,127.517294345486
부산광역시,부산진구,부산노인회관,부산광역시 부산진구 중앙대로 852,10명,070-5029-0817,35.1668282540767,129.067110216156
대구광역시,동구,팔공정보문화센터[체험존],대구광역시 동구 효신로 34 (효목동)팔공정보문화센터 1층 로비,5명,053-214-1801,35.8751121283431,128.63447969202
경기도,안양시,안양 만안노인복지회관[체험존],경기도 안양시 만안구 냉천로153번길 15 (안양동)안양 만안노인복지회관 1층 로비,10명,1600-6813,37.3937039547611,126.921481204997
대구광역시,달서구,본동종합사회복지관,"대구광역시 달서구 송현로 113 (송현동, 본동주공임대아파트)본동종합사회복지관 2층 평생교육실",10명,053-214-1801,35.827128164526,128.543324991785
충청북도,청주시,충청북도노인종합복지관[체험존],충청북도 청주시 서원구 흥덕로 42 (사직동)충청북도노인종합복지관 1층 로비,10명,043-900-5006,36.6396846398692,127.474012869
대구광역시,수성구,두산평생학습센터[체험존],대구광역시 수성구 들안로16길 78 (두산동)2층 복도,5명,053-214-1801,35.8392041121032,128.618159881825
부산광역시,서구,협성르네상스타운,"부산광역시 서구 대티로 159 (서대신동3가, 협성르네상스)협성르네상스",10명,051-987-0201 ,35.1130974382768,129.010538391209
부산광역시,해운대구,반여2동 행정복지센터[체험존],부산광역시 해운대구 재반로211번길 9 (반여동)2층 정보화교육장,10명,051-987-0201 ,35.1958884008419,129.130139355611
부산광역시,서구,부산시립 구덕도서관,부산광역시 서구 대신공원로 41 (서대신동3가)부산시립 구덕도서관,15명,070-5029-0817,35.1216819892774,129.016896778437
제주특별자치도,제주시,평생교육장학진흥원[체험존],제주특별자치도 제주시 서사로 44 (삼도일동)평생교육장학진흥원 1층,10명,1899-8723,33.5084562208621,126.519686907771
강원도,영월군,영월군의회배움터[체험존],강원도 영월군 영월읍 하송로 64 1층 정보화교육장,15명,033-910-0833,37.1843541676333,128.461932955783
서울특별시,서대문구,시립 서대문 농아인 복지관,서울특별시 서대문구 수색로4가길 23 (남가좌동)4층,10명,1544-9782,37.5706961540971,126.913800249055
부산광역시,남구,남구청[체험존],부산광역시 남구 못골로 19 (대연동)정보화교육장 안,10명,051-987-0201 ,35.1365159482778,129.084434570775
대구광역시,수성구,소헌 미술관,대구광역시 수성구 화랑로 134-5 (만촌동)소헌 미술관 1층 교육실,10명,053-214-1801,35.8738247158215,128.641381370893
전라남도,진도군,진도한울타리센터[체험존],전라남도 진도군 고군면 지수길 44-6 진도한울타리센터(진도어울림센터) 1층 로비,10명,1566-6105,34.4907716617233,126.343362258889
대전광역시,유성구,유성실버복지센터 [체험존],대전광역시 유성구 원신흥남로27번길 54 (원신흥동)1층,10명,042)716-0198,36.3341605963819,127.335512835484
경기도,안산시,희망아카데미 지역아동센터,경기도 안산시 상록구 초당로 30 (사동)희망아카데미 지역아동센터 2층,10명,1600-6813,37.2847261282293,126.850700676879
강원도,횡성군,둔내면 행정복지센터[체험존],강원도 횡성군 둔내면 둔내로51번길 17 1층 로비,15명,033-910-0833,37.5124086180172,128.218577463106
서울특별시,구로구,함사랑지역아동센터,서울특별시 구로구 경서로 82-14 (고척동)대신상가 303호,10명,1544-9782,37.5035328893291,126.861344835056
제주특별자치도,제주시,제주시소통협력센터,제주특별자치도 제주시 관덕로 44 (일도일동)3층 비양도 교육장,5명,1899-8723,33.5128279991474,126.523929134469
대구광역시,달성군,달성주민건강증진센터,대구광역시 달성군 옥포읍 비슬로458길 6-2 달성주민건강증진센터 2층 보건교육실,10명,053-214-1801,35.7895397133489,128.471281161001
인천광역시,중구,중구청 [체험존],인천광역시 중구 제물량로 216 (해안동2가)정보화교육장 안,10명,1644-5561,37.4721877063264,126.620763659036
충청남도,천안시,천안시노인종합복지관[체험존],충청남도 천안시 서북구 미라11길 16 (쌍용동)천안시 노인종합복지관 2층 정보화실,20명,041-415-1097(8),36.8042797422507,127.129287071432
부산광역시,중구,중구다함께돌봄센터,부산광역시 중구 초량상로7번길 11 (영주동)중구 다함께 돌봄센터,18명,070-5029-0817,35.1132148418875,129.034119929818
충청남도,아산시,충남발달장애인훈련센터,충청남도 아산시 배방읍 희망로46번길 19-3 8층 충남발달장애인훈련센터,20명,041-415-1097(8),36.7888255559128,127.10444542232
부산광역시,사하구,회화나무 작은도서관,부산광역시 사하구 사하로141번나길 11-1 (괴정동)회화나무 작은도서관,10명,051-987-0201 ,35.0941282993783,128.991562346503
대구광역시,수성구,중동학습마을센터,대구광역시 수성구 청수로 14 (중동)1층,10명,053-214-1801,35.8407735978069,128.609461294379
충청북도,제천시,제천시노인종합복지관[체험존],충청북도 제천시 독순로 65 (중앙로2가)제천시노인종합복지관 1층 복도,10명,043-900-5006,37.1392234820167,128.21042967531
경상남도,창녕군,창녕군청 정보화교육장[체험존],경상남도 창녕군 창녕읍 군청길 1 창녕군청 정보화교육장 행복관 3층,10명,055-213-2775,35.5451632609156,128.493023647817
경기도,화성시,화성시서부노인복지관[체험존],경기도 화성시 남양읍 시청로 155 모두누림센터 4층 강의실3,10명,1600-6813,37.1989032479055,126.828667183456
세종특별자치시,보람로,도담동복합커뮤니티센터,세종특별자치시 보람로 77 (도담동)1층 주민쉼터이웃끼리,10명,044-868-6024,36.5154054636855,127.261746222985
경상남도,하동군,하동군1970관[체험존],경상남도 하동군 하동읍 중앙3길 12-9 하동1970관 2층,10명,055-213-2775,35.070509207151,127.745487085787
부산광역시,기장군,해바라기청소년공부방,부산광역시 기장군 기장읍 차성동로 58 해바라기청소년공부방,20명,070-5029-0817,35.2426496675859,129.21722115224
경기도,포천시,한사랑교육공동체,경기도 포천시 소흘읍 호국로 404 프리미엄 에코아울렛 A동 라동 104호(한사랑교육공동체 1층),10명,1600-6813,37.8092446668496,127.133498479757
서울특별시,중랑구,구립용마경로복지센터 [체험존],서울특별시 중랑구 용마산로94길 98 (면목동)1층 로비,10명,1544-9782,37.5873998509971,127.101819938244
충청남도,보령시,명천실버복지관,"충청남도 보령시 흥곡천변로 85 (명천동, 보령명천LH1단지)명천실버복지관",15명,041-415-1097(8),36.3388813379473,126.603137787079
대전광역시,서구,한밭종합사회복지관,"대전광역시 서구 월평북로 11 (월평동, 주공아파트)2층",10명,042-716-0198,36.3633920703733,127.369534354239
충청북도,음성군,음성군노인종합복지관[체험존],충청북도 음성군 금왕읍 백야로 14 음성군노인종합복지관 1층 복도,10명,043-900-5006,36.987296149872,127.596410684106
충청남도,예산군,예산군노인종합복지관[체험존],충청남도 예산군 예산읍 벚꽃로 214-11 예산군노인종합복지관 1층 로비,20명,041-415-1097(8),36.6995847251257,126.839278384209
부산광역시,사상구,모라종합사회복지관,부산광역시 사상구 모라로110번길 129,10명,070-5029-0817,35.1849447285069,128.997874101631
서울특별시,용산구,시립용산노인종합복지관 [체험존],서울특별시 용산구 독서당로11길 16 (한남동)2층,5명,1544-9782,37.5313386817535,127.006498019073
경상북도,칠곡군,칠곡 북삼평생학습복지센터[체험존],경상북도 칠곡군 북삼읍 인평1길 12 북삼평생학습복지센터(1층),6명,054-841-2182,36.0630685991916,128.34242257889
서울특별시,은평구,구립증산정보도서관,서울특별시 은평구 증산로5길 6 (증산동)3층,13명,1544-9782,37.5828094398328,126.907671330325
충청남도,논산시,강경도서관[체험존],충청남도 논산시 강경읍 계백로 173 강경도서관 2층 정보화교육장,20명,041-415-1097(8),36.1591440702116,127.018399975431
강원도,고성군,고성군 노인복지관[체험존],강원도 고성군 간성읍 간성로67번길 13 1층 교육장 로비,10명,033-910-0834,38.3783104377139,128.467707349835
경상북도,김천시,김천시청[체험존] ,경상북도 김천시 시청1길 1 (신음동)1층 로비,6명,054-841-2182,36.1397151155223,128.11330773026
제주특별자치도,서귀포시,하례리사무소,제주특별자치도 서귀포시 남원읍 하례중앙로 95 하례1리사무소 1층,10명,1899-8723,33.269169761325,126.625351256955
충청북도,괴산군,괴산군장애인복지관[체험존],충청북도 괴산군 괴산읍 동진천길 61 괴산군 장애인복지관 2층 컴퓨터실,10명,043-900-5006,36.8081079258557,127.797876521539
울산광역시,남구,문수실버복지관[체험존］,울산광역시 남구 대학로1번길 3-51 (무거동)2층 복도 끝,10명,1899-9119,35.5354496827209,129.250524174741
대구광역시,달성군,국립대구과학관,대구광역시 달성군 유가읍 테크노대로6길 20 본관 2층 무한상상실,15명,053-214-1801,35.6866551363345,128.465761685912
충청남도,태안군,늘푸른지역아동센터,충청남도 태안군 태안읍 도내1길 86-5 늘푸른지역아동센터,20명,041-415-1097(8),36.7906039507541,126.335597410156
경기도,양주시,양주장애인종합복지관,경기도 양주시 고삼로43번길 29 (삼숭동)장애인종합복지관 1층,10명,1600-6813,37.801862737581,127.090718608815
대구광역시,서구,서구청,대구광역시 서구 국채보상로 257 (평리동)대구서구의회 1층 정보화교육장,10명,053-214-1801,35.872322040814,128.559289304857
대구광역시,달성군,놀삶[체험존],대구광역시 달성군 다사읍 서재본1길 7 1층 놀삶,5명,053-214-1801,35.8728583095687,128.495494054192
전라북도,군산시,금강노인복지관[체험존],전라북도 군산시 백릉로 245 (구암동)1층,10명,1899-6222,35.9804876080983,126.75042551726
경기도,고양시,이민자통합센터[체험존],경기도 고양시 덕양구 고양대로 1361 (성사동)4층 왼쪽 첫번째 방,10명,1600-6813,37.6550574847522,126.835699550687
경상북도,예천군,예천군청[체험존],경상북도 예천군 예천읍 충효로 111 1층 정보화교육장 내,6명,054-841-2182,36.64691061077,128.437369329442
제주특별자치도,제주시,제주도노인복지관,제주특별자치도 제주시 과원북4길 12 (노형동)2층,10명,1899-8723,33.4808937019453,126.482869639905
