시도,시군구,기업명,연락처,구인사항,접수마감일자
울산광역시,북구,시니어취업안내도우미사업,052-297-9901,"1.활동시간 : 주 5회(일3시간) / 월 60시간 활동2.활 동 비 : 월 70만원 / 시급(9,160)3.신청자격 : 만 60세 이상4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 사진 1매, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서)7.신청장소 : 오프라인(관내주민센터, 울산북구시니어클럽)온라인(복지로온라인신청-http://online.bokjiro.go.kr)8.기타사항 : ",2022-12-31
울산광역시,북구,시니어 공항서포터즈,052-297-9901,"1.활동시간 : 주 5회(일3시간) / 월 60시간 활동2.활 동 비 : 월 70만원 / 3.신청자격 : 만 60세 이상4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 사진 1매, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서)7.신청장소 : 오프라인(관내주민센터, 울산북구시니어클럽)온라인(복지로온라인신청-http://online.bokjiro.go.kr)8.기타사항 : ",2022-12-31
울산광역시,북구,시니어금융업무지원단,052-297-9901,"1.활동시간 : 주 3회(일3시간) / 월 60시간 활동2.활 동 비 : 월 70만원 / 시급(9,160)3.신청자격 : 만 60세 이상4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 사진 1매, 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서)7.신청장소 : 오프라인(관내주민센터, 울산북구시니어클럽)온라인(복지로온라인신청-http://online.bokjiro.go.kr)8.기타사항 : ",2022-12-31
인천광역시,계양구,시니어금융업무지원,032-546-9662,"2022년 노인일자리 및 사회활동사업 中, 사회서비스형사업에 참여할 어르신을 모집합니다.-사업정의 : 노인에게 적합한 사업 중 전문직종 사업을 운영하여 일자리를 창출하는 사업-참여자격 : 만65세 이상 원칙(일부유형 만60세 이상 참여가능) -운영기관 : 2021. 1월~11월(10개월) -근무시간 및 보수기준 : 인건비 1인당 월594,000원, 주휴 및 연차수당 지급 -접수기간 : 2021.11.29.~2021.12.17.(방문접수) *우편, 이메일 접수 불가(주소 : 인천광역시 계양구 장제로 799 동성프라자 5층)-문의 : 계양구 노인인력개발센터(032-9662~4) ",2022-11-30
인천광역시,남동구,(주)서한안타민 1기,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,남동구,아이시스템도장 1기,032-428-8041,"제조 단순종사직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,남동구,(주)미르스타에프엔디 1기,032-428-8041,"생산직(축산) 시니어 채용, 추후 평가를 통해 계속고용 예정잔업 있을 수 있음",2022-12-31
인천광역시,남동구,현대식품 1기,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,남동구,(주)아우레이트 1기,032-428-8041,"생산직(초콜릿,캔디 제조업)  시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,남동구,한림 1기,032-428-8041,"제조업 단순종사직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,남동구,대일티앤씨(주) 1기,032-428-8041,"생산보조직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,남동구,경서이엔피 1기,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,남동구,미송화학 1기,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,남동구,(주)성우산업 1기,032-428-8041,추후 평가를 통해 계속고용 예정,2022-12-31
인천광역시,남동구,대성금속_ 1기,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,남동구,대성금속 1기,032-428-8041,"단순노무직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,남동구,(주)유에스이 1기,032-428-8041,추후 평가를 통해 계속고용 예정,2022-12-31
인천광역시,남동구,(주)태진이엔지 1기,032-428-8041,"용접원 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,남동구,(주)산너머남촌 1기,032-428-8041,"현장 조리직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,남동구,신라파이어(주) 1기,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,남동구,(주)다이렉트테크 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
인천광역시,남동구,일등쇼트기계 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
인천광역시,남동구,(주)디에스케스트 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
인천광역시,남동구,(주)디에스에프 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
인천광역시,남동구,대성주철공업(주) 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
인천광역시,남동구,제이셋스태츠칩팩코리아(유) 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 예정,2022-12-31
인천광역시,남동구,(주)서광금속 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 예정,2022-12-31
인천광역시,남동구,(주)명수 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 예정,2022-12-31
인천광역시,남동구,신원산업 1기,032-428-8041,"인쇄업 시니어인턴 채용, 인턴기간 종료 후 평가를 통해 계속고용 예정",2022-12-30
인천광역시,남동구,(주)진흥주물 1기,032-428-8041,"인쇄업 시니어인턴 채용, 인턴기간 종료 후 평가를 통해 계속고용 예정",2022-12-30
인천광역시,남동구,주식회사유진전장 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-30
인천광역시,남동구,한국다크로산업 주식회사 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-30
인천광역시,남동구,주식회사 인컴이엔지 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-30
인천광역시,남동구,경인산업 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-11-30
인천광역시,동구,(주)서한안타민 1기,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,동구,아이시스템도장 1기,032-428-8041,"제조 단순종사직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,동구,(주)미르스타에프엔디 1기,032-428-8041,"생산직(축산) 시니어 채용, 추후 평가를 통해 계속고용 예정잔업 있을 수 있음",2022-12-31
인천광역시,동구,현대식품 1기,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,동구,(주)아우레이트 1기,032-428-8041,"생산직(초콜릿,캔디 제조업)  시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,동구,한림 1기,032-428-8041,"제조업 단순종사직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,동구,대일티앤씨(주) 1기,032-428-8041,"생산보조직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,동구,경서이엔피 1기,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,동구,미송화학 1기,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,동구,(주)성우산업 1기,032-428-8041,추후 평가를 통해 계속고용 예정,2022-12-31
인천광역시,동구,대성금속_ 1기,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,동구,대성금속 1기,032-428-8041,"단순노무직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,동구,(주)유에스이 1기,032-428-8041,추후 평가를 통해 계속고용 예정,2022-12-31
인천광역시,동구,(주)태진이엔지 1기,032-428-8041,"용접원 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,동구,(주)산너머남촌 1기,032-428-8041,"현장 조리직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,동구,신라파이어(주) 1기,032-428-8041,"생산직 시니어 채용, 추후 평가를 통해 계속고용 예정",2022-12-31
인천광역시,동구,(주)다이렉트테크 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
인천광역시,동구,일등쇼트기계 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
인천광역시,동구,(주)디에스에프 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
인천광역시,동구,(주)디에스케스트 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
인천광역시,동구,대성주철공업(주) 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-31
인천광역시,동구,제이셋스태츠칩팩코리아(유) 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 예정,2022-12-31
인천광역시,동구,(주)서광금속 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 예정,2022-12-31
인천광역시,동구,(주)명수 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 예정,2022-12-31
인천광역시,동구,인천쪽방상담소 괭이부리말희망일터 공동작업장,032-772-6330,"인천쪽방상담소에서 2022년 시장형 노인일자리 참여자를 모집합니다. 내용: 인천쪽방상담소에서 2022년 시장형 노인일자리 참여자를 모집합니다. 1. 모집인원 : 10명2. 모집장소: 인천쪽방상담소 희망키움터 3층3. 참여조건: 만 60세이상 동구 거주자, 기초연금 미수급자도 가능4. 접수기간: 2022년 12월 충원시 및 중도포기자 발생시 수시모집5. 내방접수- 주민등록등본1부, 통장사본1부 (본인직접 내방)6. 문의처: 032)772-6330",2022-12-31
인천광역시,동구,신원산업 1기,032-428-8041,"인쇄업 시니어인턴 채용, 인턴기간 종료 후 평가를 통해 계속고용 예정",2022-12-30
인천광역시,동구,(주)진흥주물 1기,032-428-8041,"인쇄업 시니어인턴 채용, 인턴기간 종료 후 평가를 통해 계속고용 예정",2022-12-30
인천광역시,동구,주식회사유진전장 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-30
인천광역시,동구,한국다크로산업 주식회사 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-30
인천광역시,동구,주식회사 인컴이엔지 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-12-30
인천광역시,동구,경인산업 1기,032-428-8041,인턴기간 종료 후 평가를 통해 계속고용 계획,2022-11-30
인천광역시,부평구,정도비엠씨(주),02-466-2837,-,2022-12-31
인천광역시,부평구,(주)벨에스엠,02-466-2837,-,2022-12-31
인천광역시,부평구,바롬한과,02-2186-9059,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
인천광역시,부평구,(주)고암,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
인천광역시,부평구,(주)정성,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
인천광역시,부평구,정도비엠씨(주),02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
인천광역시,부평구,(주)벨에스엠,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
인천광역시,부평구,(주)삼구아이앤씨,02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
인천광역시,부평구,신우산업관리(주),02-466-2837,한과 생산직 1명/시니어 인턴 종료후 계속고용 예정,2022-12-31
인천광역시,부평구,비전홀공동작업장,032-528-6080,"부평구노인인력개발센터 '비전홀공동작업장' 접수 안내1 활동시간: 주 2회~3회 근무/ 월 60시간 미만2. 활동비: 월30만원~35만원3. 신청자격: 만60세 이상4. 신청제외자: - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급)5. 참여자선발: 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6. 준비서류: 주민등록등본 1부, 코로나19 백신 접종 증명서 7. 신청장소: 부평어울림센터 4층 대강당            (인천광역시 부평구 장제로 235, 부평어울림센터) 7호선 굴포천역 3번출구8.일시 : 2021.12.06. ~ 12.10. (기존 참여자 신청)         2021.12.13. ~ 12.17 (신규 참여자 신청)",2022-12-17
인천광역시,부평구,성사엔지니어링,02-2186-9059,제조업/1명/계속고용예정,2022-11-04
