시도,구분,제목,장소,기간,가격,문의처
대구광역시,음악/콘서트,"지역청년음악가 지원프로그램, 이야기를 품은 클래식",한영아트센터,2022-11-08~2022-11-08,유료,수성아트피아 053-668-1800
서울특별시,음악/콘서트,양정민 귀국 비올라 독주회,금호아트홀 연세,2022-11-08~2022-11-08,유료,02-541-2512
서울특별시,음악/콘서트,제니윤 바이올린 독주회,영산아트홀,2022-11-08~2022-11-08,유료,스튜디오 더존 02-514-0050
서울특별시,음악/콘서트,국립합창단 제191회 정기연주회 <바흐 B단조 미사>,국립극장 해오름극장,2022-11-08~2022-11-08,"유료,할인",국립합창단 02) 587-8111
대구광역시,음악/콘서트,김은옥 피아노 독주회,달서아트센터,2022-11-08~2022-11-08,유료,티켓링크 1588-7890
서울특별시,음악/콘서트,박소영 바이올린 독주회,세종문화회관 체임버홀,2022-11-08~2022-11-08,유료,영음예술기획 02-581-5404
서울특별시,음악/콘서트,제37회 매일클래식,롯데콘서트홀,2022-11-08~2022-11-08,유료,컬쳐비즈 02-701-4879
서울특별시,음악/콘서트,제74회 (사)한국페스티발앙상블 정기연주회,예술의전당 IBK챔버홀,2022-11-08~2022-11-08,유료,(사)한국페스티발앙상블 02-501-8477
대구광역시,뮤지컬/오페라,오페라 춘향전 패션을 입다 [대구],아양아트센터,2022-11-08~2022-11-08,유료,지트리아트컴퍼니 0507-1301-7467
대전광역시,음악/콘서트,"아침을 여는 클래식, 송지원x이한나x이정현x정재원 (11월)",대전예술의전당,2022-11-08~2022-11-08,유료,대전예술의전당 042-270-8333
서울특별시,음악/콘서트,"국립합창단, 위대한 합창 시리즈Ⅲ: 바흐 B단조 미사",국립극장 해오름극장,2022-11-08~2022-11-08,유료,국립극장 02-2280-4114
서울특별시,음악/콘서트,김선욱 & 유럽 챔버 오케스트라 (11.08),예술의전당 콘서트홀,2022-11-08~2022-11-08,유료,빈체로 02-599-5743
대구광역시,음악/콘서트,"월드오케스트라시리즈, 대구유스오케스트라",대구콘서트하우스 그랜드홀,2022-11-08~2022-11-08,유료,월드오케스트라시리즈 조직위원회 053-250-1447~8
울산광역시,음악/콘서트,"조윤범의 렉처콘서트 작곡가 시리즈 Ⅴ, 슈트라우스",중구문화의전당,2022-11-08~2022-11-08,유료,울산중구문화의전당 052-290-4000
서울특별시,뮤지컬/오페라,"서울오페라페스티벌, 토토와 함께하는 오페라 여행",강동아트센터,2022-11-08~2022-11-08,유료,강동아트센터 02-440-0500
서울특별시,음악/콘서트,2022자양아티스트라운지 <3 ROMANCES >,PMF자양스테이션,2022-11-02~2022-11-09,유료,02-458-4840 / 010-5202-4840(문자)
경상남도,연극,"작은 무대에 부는 바람, 마중",현장아트홀,2022-11-07~2022-11-09,유료,한국연극협회 경상남도지회 055-746-7413
광주광역시,연극,아버지와 살면 [광주],씨어터 연바람,2022-11-07~2022-11-09,유료,씨어터 연바람 062-226-2446
대구광역시,음악/콘서트,제1회 앙상블 로체 정기연주회,대구콘서트하우스 챔버홀,2022-11-09~2022-11-09,유료,에이엠예술기획 053-623-0684
서울특별시,음악/콘서트,제19회 이화성악회 정기연주회,세종문화회관 체임버홀,2022-11-09~2022-11-09,유료,예인예술기획 02-586-0945
서울특별시,음악/콘서트,제38회 서울신학대학교 심포니콰이어 정기연주회,예술의전당 콘서트홀,2022-11-09~2022-11-09,유료,영음예술기획 02-581-5404
경상남도,무용/발레,한중일 춤으로 통(通)하다,경주예술의전당,2022-11-09~2022-11-09,무료,예인예술단 054-742-1025
서울특별시,음악/콘서트,화음챔버오케스트라 미술관 순례 Ⅱ,예술의전당 인춘아트홀,2022-11-09~2022-11-09,유료,조선통신사 02-544-9092
서울특별시,음악/콘서트,예진 영 아티스트콘서트 (11.09),푸르지오 아트홀,2022-11-09~2022-11-09,유료,매니지먼트 예진 02-2266-7740
서울특별시,음악/콘서트,무지카에스스트링챔버 연주회,노원문화예술회관,2022-11-09~2022-11-09,유료,무지카에스스트링챔버 010-2606-4451
서울특별시,음악/콘서트,"서울바흐축제, 실내악 시리즈",예술의전당 리사이틀홀,2022-11-09~2022-11-09,유료,콜레기움 보칼레 서울 0502-1935-1750
부산광역시,국악,"수요공감, 유시은 판소리 독창회",국립부산국악원,2022-11-09~2022-11-09,유료,국립부산국악원 051-811-0114
서울특별시,음악/콘서트,"아름다운 목요일, 인터내셔널 마스터즈 시리즈: 프랑수아 프레데리크 기 Piano (11.9)",금호아트홀 연세,2022-11-09~2022-11-09,유료,금호문화재단 02-6303-1977
서울특별시,음악/콘서트,"크레디아 클래식 클럽, 박현수 & 조영훈",롯데콘서트홀,2022-11-09~2022-11-09,유료,크레디아뮤직앤아티스트 02-318-4301
경상남도,음악/콘서트,"안동문화예술의전당 브런치콘서트, La Danza (11월)",안동문화예술의전당,2022-11-09~2022-11-09,유료,안동문화예술의전당 054-840-3600
서울특별시,기타,다르미가틈,성수아트홀,2022-11-09~2022-11-09,유료,아투즈컴퍼니 070-7757-0300
서울특별시,음악/콘서트,펠릭스 클리저 호른 리사이틀 [서울],예술의전당 IBK챔버홀,2022-11-09~2022-11-09,유료,인아츠프로덕션 인아츠프로덕션 02-6954-7760
부산광역시,뮤지컬/오페라,"모두를 위한 오페라, La Traviata",부산문화회관 대극장,2022-11-09~2022-11-09,무료,일반 부산문화회관 051-607-6000 (ARS 1번) / 시각장애인 051-462-3292 / 청각장애인 010-3902-6790
서울특별시,뮤지컬/오페라,"서울오페라페스티벌, 푸른 눈의 목격자",강동아트센터,2022-11-09~2022-11-09,유료,강동아트센터 02-440-0500
서울특별시,음악/콘서트,테너 이상규 교수 초청 독창회,세라믹팔레스홀,2022-11-09~2022-11-09,유료,인터파크 1544-1555
인천광역시,전시,세계적인 힐링아트 젠탱글 & 꽃 도자기,인천광역시교육청평생학습관,2022-11-02~2022-11-10,무료,032)899-1516
인천광역시,전시,인천교원사진영상연구회,인천광역시교육청평생학습관,2022-11-02~2022-11-10,무료,032-899-1516
서울특별시,연극,"제22회 월드 2인극 페스티벌, 누가 디케의 눈을 가렸나",대학로 예술공간 혜화,2022-11-08~2022-11-10,유료,2인극페스티벌 조직위원회 070-7776-6613
대구광역시,연극,"작은 무대에 부는 바람, 사평역 [대구]",한울림 소극장,2022-11-08~2022-11-10,유료,한울림소극장 053-246-2925
경기도,기타,Sea Of Love,성남아트센터,2022-11-09~2022-11-10,무료,010-2394-0507
부산광역시,기타,"부산공연콘텐츠페스타, 토끼h의 시간",부산시민회관,2022-11-09~2022-11-10,유료,부산문화회관 051-607-6000 (ARS 1번)
서울특별시,기타,"[집밖] 최정주 아트앤뮤직 큐레이션, 도시의 미술관 산책: 피렌체",JCC아트센터,2022-11-10~2022-11-10,유료,재능문화 02-2138-7373
울산광역시,음악/콘서트,"울주안의 클래식 스케치, 마에스트라 김봉미의 울주 in France",울주문화예술회관,2022-11-10~2022-11-10,유료,울주문화예술회관 052-980-2270
서울특별시,음악/콘서트,장은주 피아노 독주회,세종문화회관 체임버홀,2022-11-10~2022-11-10,유료,클라시코예술기획 02-775-8600
충청남도,음악/콘서트,"더 클래식 콘서트 13, 지역대학교수들 Ⅱ [천안]",천안예술의전당,2022-11-10~2022-11-10,유료,천안예술의전당 1566-0155
충청남도,연극,밤의여왕 [당진],당진문예의전당,2022-11-10~2022-11-10,유료,당진문예의전당 041-350-2911 / 당진신문 041-357-4710
광주광역시,음악/콘서트,"2022 빛고을융복합렉처콘서트 '우리도 행복할 수 있을까, 덴마크에서 그 답을 찾다'",빛고을 아트스페이스,2022-11-10~2022-11-10,무료,062-670-7926 (유선 예매만 가능)
대구광역시,음악/콘서트,김두민 첼로 리사이틀 (11.10),공간 울림,2022-11-10~2022-11-10,유료,공간울림 053-765-5632
울산광역시,무용/발레,헨젤과 그레텔 [울산],울산문화예술회관,2022-11-10~2022-11-10,유료,울산문화예술회관 052-275-9623
서울특별시,음악/콘서트,최세나 리코더 독주회,일신홀,2022-11-10~2022-11-10,유료,도미넌트에이전시 070-8807-0608
경기도,음악/콘서트,"남양주시립합창단 기획연주회, 힐링하러 가요 (11.10)",남양주시평내도서관,2022-11-10~2022-11-10,무료,남양주시 문화예술과 031-590-2475
전라북도,음악/콘서트,제68회 군산시립교향악단 특별기획연주회,군산예술의전당,2022-11-10~2022-11-10,무료,"군산시립교향악단 063-454-5556, 5528"
충청남도,음악/콘서트,이영희 피아노 독주회,성환문화회관,2022-11-10~2022-11-10,유료,라온예술기획 041-577-1855
서울특별시,국악,박동실制 심청가 눈대목 감상회,국립국악원 풍류사랑방,2022-11-10~2022-11-10,유료,010-2532-8655
서울특별시,음악/콘서트,박준영 바이올린 독주회,예술의전당 인춘아트홀,2022-11-10~2022-11-10,유료,조인클래식 02-525-6162
서울특별시,음악/콘서트,배성우 귀국 첼로 독주회,예술의전당 리사이틀홀,2022-11-10~2022-11-10,유료,이든예술기획 02-6412-3053
대구광역시,음악/콘서트,"수성아트피아 마티네 시즌 17, 드보르작의 보헤미안 (11월)",한영아트센터,2022-11-10~2022-11-10,유료,수성아트피아 053-668-1800
대전광역시,음악/콘서트,"대전시립교향악단, DPO 클로즈업 4",대전시립연정국악원,2022-11-10~2022-11-10,유료,대전시립교향악단 042-270-8382~8
서울특별시,음악/콘서트,"아름다운 목요일, 인터내셔널 마스터즈 시리즈: 프랑수아 프레데리크 기 Piano (11.10)",금호아트홀 연세,2022-11-10~2022-11-10,유료,금호문화재단 02-6303-1977
경기도,음악/콘서트,부천필하모닉오케스트라 특별기획연주회: 콘체르토 vs 콘체르토,부천시민회관 대공연장,2022-11-10~2022-11-10,유료,032-327-7523
서울특별시,음악/콘서트,부산시립교향악단 & 양인모,롯데콘서트홀,2022-11-10~2022-11-10,유료,롯데문화재단 1544-7744
대전광역시,연극,행복한 왕자 [대전],대전예술의전당,2022-11-10~2022-11-10,유료,대전예술의전당 042-270-8333
대구광역시,음악/콘서트,"월드오케스트라시리즈, 김선욱 & 유럽 챔버 오케스트라",대구콘서트하우스 그랜드홀,2022-11-10~2022-11-10,유료,월드오케스트라시리즈 조직위원회 053-250-1447~8
부산광역시,음악/콘서트,안드라스 쉬프 피아노 리사이틀 [부산],부산문화회관 대극장,2022-11-10~2022-11-10,유료,마스트미디어 02-541-2512
경상남도,기타,앙상블 클라비어 힙클 [안동],안동문화예술의전당,2022-11-10~2022-11-10,유료,안동문화예술의전당 054-840-3600
서울특별시,음악/콘서트,한화생명과 함께하는 예술의전당 11시 콘서트 (11월),예술의전당 콘서트홀,2022-11-10~2022-11-10,유료,예술의전당 02-580-1300
서울특별시,뮤지컬/오페라,"서울오페라페스티벌, 소리 마녀의 비밀상자",강동아트센터,2022-11-10~2022-11-10,유료,강동아트센터 02-440-0500
경상남도,뮤지컬/오페라,아시아의 세남자 [경주],경주예술의전당,2022-11-10~2022-11-10,무료,"010-6625-6996, 010-2398-5509"
서울특별시,음악/콘서트,"The Class+, 김응수 & 채문영",신영체임버홀,2022-11-10~2022-11-10,유료,마스트미디어 02-541-3184
부산광역시,음악/콘서트,안드라스 쉬프 피아노 리사이틀 - 부산,부산문화회관 대극장,2022-11-10~2022-11-10,유료,02-541-2512
대구광역시,음악/콘서트,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(대구)",아양아트센터,2022-11-10~2022-11-10,유료,070-8680-8477
서울특별시,연극,사랑과 전쟁2,대학로 스튜디오 블루 (구 두레홀 3관),2021-07-15~2022-11-11,유료,010-2396-7668
서울특별시,전시,공예로 떠나는 미국 여행,KCDF 아카이브 센터,2022-10-11~2022-11-11,무료,02-733-9042
경기도,뮤지컬/오페라,로봇똥 [분당],한국잡월드 나래울극장,2022-10-21~2022-11-11,유료,010-2890-6160
경기도,음악/콘서트,김두민 첼로 리사이틀,성남아트리움 (구 성남시민회관),2022-11-04~2022-11-11,유료,성남아트센터 031-783-8000
서울특별시,국악,제3회 ㅊㅊ-하다 페스티벌,세종문화회관 S씨어터,2022-11-09~2022-11-11,유료,더원아트코리아 070-5001-0926
서울특별시,무용/발레,"collective A, 원형하는 몸: round 1",국립극장 하늘극장,2022-11-10~2022-11-11,유료,국립극장 02-2280-4114
서울특별시,음악/콘서트,신인 프랑스 가곡의 밤,북서울 꿈의숲아트센터,2022-11-11~2022-11-11,유료,코바기획 070-4110-8290
충청남도,뮤지컬/오페라,아리아라리,예산군 문예회관,2022-11-11~2022-11-11,유료,예산군문예회관 041-339-8211~8214
서울특별시,음악/콘서트,피아니스트 박은희의 초대 II,예술의전당 인춘아트홀,2022-11-11~2022-11-11,유료,지클레프 02-515-5123
경기도,뮤지컬/오페라,1919,누림아트홀,2022-11-11~2022-11-11,유료,누림아트홀 1899-3254
세종특별자치시,기타,세종메세나 콘서트,세종 예술의전당,2022-11-11~2022-11-11,무료,세종시메세나협회 사무국 044-863-3902
서울특별시,음악/콘서트,라비앙 콰르텟 정기연주회,페리지홀,2022-11-11~2022-11-11,유료,영음예술기획 02-581-5404
충청남도,음악/콘서트,"더 클래식 콘서트 14, 지역청년음악가들 Ⅱ",천안예술의전당,2022-11-11~2022-11-11,유료,천안예술의전당 1566-0155
대전광역시,음악/콘서트,주창회 정기연주회 [대전],대전예술의전당,2022-11-11~2022-11-11,유료,대전예술기획 1544-3751
서울특별시,뮤지컬/오페라,로큰롤 흥부전,노원문화예술회관,2022-11-11~2022-11-11,유료,소리 010-6228-6095
충청남도,뮤지컬/오페라,아가사 [공주],공주문예회관,2022-11-11~2022-11-11,유료,공주문예회관 041-852-0858
경상남도,음악/콘서트,국립합창단의 흥겨운 합창여행 [의령],의령군민문화회관,2022-11-11~2022-11-11,유료,의령군민문화회관 055-570-4920
강원도,기타,"음악으로 그리는 일곱 가지 반 고흐, 별이 빛나는 밤에 [속초]",속초문화예술회관,2022-11-11~2022-11-11,유료,"속초문화예술회관 033-639-2254, 2080"
서울특별시,음악/콘서트,"구로 클래식 페스타, 더울림앙상블",구로아트밸리예술극장,2022-11-11~2022-11-11,유료,"구로문화재단 02-2029-1725, 1700"
서울특별시,음악/콘서트,쇼팽의 밤,예술의전당 콘서트홀,2022-11-11~2022-11-11,유료,영음예술기획 02-581-5404
서울특별시,음악/콘서트,제19회 한국예술가곡보존회 연주회,세종문화회관 체임버홀,2022-11-11~2022-11-11,유료,한국예술가곡보존회 050-6789-3733
대구광역시,음악/콘서트,"DSAC 로컬 아티스트 프로젝트, 가곡열전",달서아트센터,2022-11-11~2022-11-11,유료,달서아트센터 053-584-8719~20
서울특별시,무용/발레,"제43회 서울무용제, 개막식 & 무.념.무.상(舞.念.舞.想) Ⅰ",아르코예술극장 대극장,2022-11-11~2022-11-11,유료,서울무용제 조직위원회 02-744-8066
